-1.507339361973395464e+00,-8.003904695341911291e-01,7.037993180513767433e-01,-4.484228189470042258e-02,-5.655466118354345040e-02,-3.283263575835836390e-01,5.809654459253956738e-01,1.958662310686137831e+00
-1.089765520623293682e+00,-1.687095530919321851e+00,4.456637030681902534e-01,2.494263870935847505e-01,1.279813513205621645e+00,7.576394201329260392e-02,-2.021409174150396726e-01,-8.183895083903207635e-01
-6.238698155361716013e-01,-2.827033827973634006e-01,2.467335043655511928e-01,-6.351487701858296031e-01,-1.376424463049385594e+00,-2.619005549101245944e-01,3.058199669138916277e-01,-9.296718122884206625e-01
9.351940899412828356e-01,-1.692405142065340540e+00,-1.022630620689383818e+00,1.692266754744896184e+00,-1.530409273267067327e+00,2.971832842581562661e-01,-6.254416543558147801e-01,-8.176193886401608157e-01
-2.227071731910954810e-01,-1.999035185747923382e+00,8.174737173100276033e-01,-3.579995806473309367e-02,-9.969618950129558455e-01,-5.442102162723256864e-01,6.444605564665125685e-01,1.338715911807449421e+00
-7.788644728058599087e-01,-3.092514385274571231e-01,5.877567021415039950e-01,2.828436708130292465e-01,-1.589803414351030009e+00,-1.567263673438142324e-01,5.174703353842796671e-01,2.875024528392394751e-01
7.346127687687447061e-01,-8.667606088594255187e-01,9.643031496857848994e-01,-8.454987784368747650e-02,-7.054906471009158020e-01,-6.272424696141495337e-01,8.772759617839389623e-01,1.373291015580666574e-01
-8.426858022698492379e-01,3.942720383200267187e-01,7.890551174953649438e-01,-1.004899237504346815e-02,-1.315930430463867706e+00,-5.442102162723256864e-01,1.110091367101365245e+00,-9.308269919136604731e-01
-1.278494309181090971e+00,6.730266234860109442e-01,2.585745876216606898e-01,2.160091033741401434e-01,-1.390465238001586668e-01,-6.936682722876087448e-01,-9.631573317984518101e-02,1.180761078040701295e-01
-1.135352184526143171e+00,-1.172063249755503467e+00,8.198419339612494916e-01,-3.053005226491946056e-01,-6.724939020542697321e-01,-8.160024588778957977e-01,1.448731956653986241e+00,-1.514658047518811779e-01
-1.296728974742230811e+00,4.914731382880822147e-02,7.795822508904772796e-01,-3.324274941390967242e-01,-1.335470662923843033e-01,-5.663521504968120901e-01,7.079556670076284641e-01,2.258928728264505414e-01
9.898980866247023558e-01,1.057973431572370115e+00,-2.107273846949011098e+00,-3.143410771715902108e+00,1.304268940807843669e-01,2.217996078232348900e+00,-5.831115806617371833e-01,1.446532676829829889e+00
-1.155410316643397106e+00,1.615482601904338456e+00,-1.562584017167975681e+00,-2.730609031652175389e+00,2.074192991896249005e-01,1.863725130640566441e+00,-1.154567575531784573e+00,1.943259915682940431e+00
-1.397019635328499598e+00,1.973881354260603738e+00,6.422256851196075367e-01,3.711065627080739702e-03,5.703834947027315305e-01,-3.836811931447995927e-01,1.152421440795442953e+00,-9.851204342999306807e-01
1.237514724705610775e-01,9.325230233667623769e-03,-1.369175931323954598e-01,8.214516554676060123e-01,1.708771198812020220e+00,2.141510309163324188e-01,-3.079661016502332482e-01,-8.245504663915995680e-01
1.746636707412004830e+00,7.393967628112452228e-01,4.385590531145246440e-01,-6.390802153292937104e-01,2.275215322112777994e+00,-3.781457095886778808e-01,1.153346352905428723e-01,-8.361022626439975625e-01
-1.284876442127489637e+00,-2.296072713371759555e-01,-1.373126685070223951e+00,2.203354623395224365e+00,-7.439868496553362354e-01,-8.476508111423348979e-02,-3.282062263872922991e-02,-9.185050759111026419e-01
1.710167376289725150e+00,-1.039322971105034688e+00,6.019660020488352137e-01,1.963518776568198287e-01,3.559046518995322983e-01,-3.449328082519484973e-01,3.269850037609299820e-01,-1.039259852736168943e+00
5.226146323152163105e-03,3.146278711297455510e-01,8.387876671710245979e-01,-2.203795163833097951e-04,-3.370269940800348363e-01,-6.493844038386359374e-01,8.349458880898612545e-01,7.534249016859553283e-01
-1.042355390164330320e+00,-6.012800515584881822e-01,2.135784712484447290e-01,4.695873151275721802e-01,1.714270656319794472e+00,-2.785070055784892307e-01,1.999947826786980798e-01,-8.853899266542286650e-01
2.878634625208192910e-01,1.894237187070322515e+00,2.135784712484447290e-01,3.889926896865589789e-01,-5.105520367576910079e-02,-7.036321426886276154e-01,2.211598195257364341e-01,1.146185974267484253e+00
1.099306079991541285e+00,-6.809242187487694054e-01,5.806520521878382191e-01,6.071702020730966598e-02,1.964203841740762013e-01,-9.200695497329817174e-01,1.152421440795442953e+00,2.170445241980099471e+00
-9.247417972949784071e-01,4.075460661850736077e-01,7.890551174953649438e-01,-4.267821775822341901e-01,3.999003119617270396e-01,-8.309482644794241590e-01,1.279411661877675632e+00,4.800323903792046987e-01
1.956335361365112435e+00,-1.734882031233490496e+00,-1.467855351119099705e+00,1.928153463352739960e+00,1.070834127910196498e+00,2.750413500336699735e-01,-6.889367648969316749e-01,2.643988603344435973e-01
1.573407384581176460e+00,-6.941982466138162389e-01,-8.829058382672919647e-01,-1.708433294351518805e+00,-1.090452672645119803e+00,1.311187775745085160e-01,-3.079661016502332482e-01,-6.327906486017942367e-01
-3.047631682162247335e-01,-2.163332434721290942e-01,8.032644174026961625e-01,1.413116456483229921e-01,-9.749640649818585025e-01,-3.726102260325563353e-01,7.926158143957836577e-01,-2.361789772694659895e-01
-1.136263917804200219e+00,2.080073577180978628e+00,-4.400493244887977995e-01,4.518958119819839192e-01,-9.199694899041152008e-01,-1.280379488465294667e-02,1.364996721375812128e-01,-9.577811831692555344e-01
1.600759382922886331e+00,-1.696387350424854557e+00,-2.198051759251617443e-01,8.175202103241417939e-01,2.679133317751427046e-01,4.798542416101688746e-01,-7.312668385910092717e-01,5.955503529031838106e-01
-1.391549235660157757e+00,-2.030592156070822329e-01,-9.042197881282891814e-01,-1.187516812842530411e+00,-1.106951045168442782e+00,3.463479878359706721e+00,-2.360974675812995027e+00,1.450302990596652186e-01
-5.509311532916122411e-01,-1.570284085706909361e+00,2.372606377606636674e-01,4.145470831190753436e-01,4.793503146416915051e-02,-3.560037753641916436e-01,-3.282062263872922991e-02,-2.130753847646701116e-01
1.217831406138949690e+00,2.518116496727525355e+00,-2.813788088569311729e-01,4.971074311318207095e-01,-1.610443538312560374e-01,-2.387476199689609127e-02,-5.407815069676595865e-01,-9.034877407829853269e-01
-6.603391466584511704e-01,-5.083618565031601255e-01,6.043342187000572130e-01,1.806260970829636214e-01,-9.639651499663097756e-01,-1.401199166754494019e-01,1.153346352905428723e-01,-2.592825697742617286e-01
