4.230073268164436517e-01,2.074210080879352880e-01,-5.854548122930237630e-01,6.738003100437316428e-01,-6.676809762756212852e-01
7.641002618134832280e-01,4.571636704647123739e-02,-7.028051695184311942e-01,1.008413458320306155e+00,1.983861390476077680e-01
-6.270798290926085095e-01,-7.911430047455111358e-01,3.142834466749306332e-01,-6.326734315500593953e-01,-8.749773988211583253e-01
6.891386115657959222e-01,1.941700159879185816e-01,-6.501089907965651449e-01,4.169105955757027582e-01,-3.173720749845725941e-01
4.444535365678162209e-01,-5.854745729507743190e-01,-3.940134442307254292e-01,8.063748865128044230e-01,1.466993097637454779e+00
-3.091215778111155443e-01,-1.370570976339098745e+00,-4.711708857114046967e-01,-2.655771612755513170e-02,9.438814118297228495e-01
9.382061831430338339e-01,-4.169608238609348594e-02,-5.723792928929254398e-01,1.298340926668807072e+00,2.128136368692263858e+00
6.066318140639748169e-01,2.171324184371891119e-01,-6.424753060600915111e-01,9.226423665152353459e-01,-6.279022680461383565e-01
7.462076186059584115e-01,-9.090875677197489402e-02,-5.047612580100884205e-01,1.040180529359221673e+00,7.481513083851308865e-01
3.396857287684520998e-01,1.894440694607148479e-01,-2.962763661054653164e-01,6.094190460715295243e-01,-9.301056238851301838e-01
7.074174608125460839e-01,1.631508698512722511e-01,-6.149746058849880903e-01,1.324601705394310436e+00,-6.637570968173124308e-01
-2.823836264610398938e+00,-3.822158664212807366e+00,1.199008072508420453e+00,-5.003106355545788864e-01,-2.620653122646279462e-02
-1.606227529357613149e+00,-2.508864564239869033e+00,2.784628046267576096e+00,-9.791462863478285206e-01,1.891433663462075643e+00
-6.482881924417750463e-01,1.001770276229356327e+00,9.114663088431816662e-02,-1.623806047964217125e+00,-9.992716037553772690e-01
6.849303786871638877e-01,8.781865780513120612e-02,-5.061865004219899822e-01,5.945944129200364525e-01,-9.226190748023685995e-01
-1.767374354139255033e+00,-2.184858197253008338e+00,4.261497705082231136e+00,-1.858247032231413298e+00,8.460809976566432411e-01
-7.660199304873374637e-02,6.278565870598825649e-01,-5.623099261001873739e-02,-8.929516335955722806e-01,-1.020830127523410846e+00
7.518617692168122479e-01,-3.908561143944994098e-01,-4.962044048931784634e-01,9.150182694658955951e-01,-5.179880167081635234e-01
-2.464667126914258377e-01,9.606767857822422485e-01,4.850480024736547602e-01,-1.165089542162279779e+00,-8.269555019622051306e-01
-1.696458447643940604e+00,-1.718445129420408168e+00,2.363771237698597982e+00,-1.228200123292924495e+00,-2.719432845118271991e-01
7.758465772016290840e-01,-3.395516915869984942e-01,-7.648194103726547732e-01,1.653073219936694871e+00,1.201188286424810014e+00
-1.411878883645502902e-01,5.911046453423424163e-01,-5.725466509034138340e-01,1.928468545145536062e-01,-8.693501298305604807e-01
-2.574052922780213359e-01,1.238444195355747457e+00,1.080659858801513024e-01,-8.260290039402571338e-01,-1.068859628799919026e+00
-7.628948345818920007e-01,1.266179374520765455e+00,3.517284518603484567e-01,-1.434050743625096658e+00,-8.981252458581582276e-01
7.610106134996805771e-01,-4.029051316552272333e-01,-3.118730529538896734e-01,6.399154342688886388e-01,-7.320447664599728510e-01
-7.934145313401861355e-01,9.405241946455947799e-01,5.184008343703545574e-01,-1.233706415606336870e+00,-8.033399832455812017e-01
4.421221708432241937e-01,-6.929810757843067881e-01,-4.488690811524426172e-01,1.136409573908583465e-01,-1.029917406501470900e+00
8.025654413543767962e-01,-4.892549274253020497e-02,-3.154469562746433087e-01,3.023373593620147792e-01,8.671604431187207584e-01
-3.639157370836460514e-01,9.153080893726578404e-01,-1.490436131036864537e-02,-9.406022401539451128e-01,-9.228091852412402263e-01
2.180543755612064372e-01,4.578220262312043820e-01,-4.156836072662311032e-01,1.623504663171954354e-01,-5.539569117426605960e-01
3.632442971611972160e-01,4.720907930630232480e-02,5.953855191950457870e-01,-7.432228387654847834e-01,-4.363583964654976222e-01
8.366575439755054022e-01,-5.424462165795437135e-02,-6.109472163422657864e-01,1.218923249071518722e+00,2.239757811771304841e+00
9.310307575240120981e-01,-3.160487907116191209e-01,-6.278935645655971953e-01,1.447434380078115979e+00,-6.790495805201398616e-01
-4.201064847446018408e-02,3.272098972558905305e-02,5.778021308027584402e-01,-6.328852120236516665e-01,-9.707968622211965437e-01
5.636475528811702995e-01,-5.331437885110236197e-01,-7.570669554351893149e-01,1.430703722664287580e+00,-2.700687955845536559e-01
-3.213880815079248610e+00,2.957994083461165324e+00,-2.371557992390423142e-01,4.700674944474879657e-01,-7.404172301878759743e-01
9.310872754809719209e-01,-6.097646126111409132e-02,-6.462867497828287400e-01,1.315706925503414171e+00,1.166238383342664164e+00
-2.357327628204680003e+00,1.452153760775012126e+00,-2.890304909090328153e-02,-2.482918719791835926e-01,1.794777547974433785e-01
-3.508737351453421915e+00,-2.946713168318655818e+00,3.207768481882896427e+00,-2.873310842161552525e+00,1.787994573672065712e+00
-4.165598590768305742e-01,1.171258484858357818e+00,-2.424194786011791558e-01,-2.000059240000320038e-01,-6.952051656154442094e-01
-8.296519614109142404e-01,3.622260013506246046e-01,7.026458079816492175e-01,-1.953760025821751345e+00,-9.144443259308919769e-01
5.960747306868580120e-01,-5.686293638800272721e-01,-5.166112848817711045e-01,1.190332885136494712e+00,-8.985930836943482880e-02
-1.494512846550482554e-01,3.064883206943181948e-01,-9.349244384844924982e-02,-7.864260553784094832e-01,-9.800324273415764731e-01
2.980461239783162020e-01,5.012062934012486703e-01,-2.052552029817421020e-01,-5.462669983242088856e-01,-1.038814575040659438e+00
2.944030706692821742e-01,6.212632867644979351e-01,-5.384479129918329221e-02,8.483881298224120460e-02,-7.127047581314149664e-03
2.580879284077344238e-01,4.116259964906809343e-01,-2.051202368442513468e-01,-7.112439872529759954e-01,-9.415616789315297552e-01
3.991426194901662727e-01,2.358586400811090444e-01,-5.633473589720482400e-01,-6.933737179329441114e-02,3.116919606150508892e-01
-6.902763246331631297e-01,9.221043204850650765e-01,1.428008710247559709e-01,-1.257214048175133936e+00,-9.444437531848224321e-01
3.383928805029964848e-01,-5.709923371436290696e-01,-5.902749097882589724e-02,-3.253799643669514352e-01,-7.423563566643657241e-01
7.771322368539218539e-02,-1.126749599686222236e+00,-2.867747500261204063e-01,-8.585624873353044084e-02,-5.785001694009775930e-01
-1.752470221774524162e-01,5.913426988007730589e-01,-6.954405241210072364e-02,-2.044533139454801085e-01,-3.605917821576304916e-01
7.383186537803190230e-01,5.681512173133282384e-02,-8.562454719088500310e-01,1.008837019267491586e+00,2.336497409695481586e+00
-3.809570661776093825e+00,4.039225086621413219e+00,1.590831858516331965e-01,-1.671799505931531593e-01,-3.623864247005779138e-01
-3.391738115802006792e+00,2.460003809745106906e+00,1.802139349081328668e+00,-2.412476531623687581e+00,2.249061816649678747e+00
-6.444708754321151201e-01,1.072072145522759312e+00,1.314853100575363865e-01,7.340266740823200853e-02,7.704244812467547776e-02
-9.665266785931937443e-01,1.120264312049958688e+00,-3.691256884774417046e-01,2.597694841698686696e-01,-1.027407948708366492e+00
1.001153057707016014e+00,-3.356882010321416421e-01,-8.215429786372431264e-01,1.106044256646572688e+00,2.460011995673758722e-01
9.430996962498036096e-01,-1.532288120455536744e-02,-5.538511415382031400e-01,1.363781093008972434e+00,-8.424190850600169478e-01
7.170749667080525969e-01,1.591351811836482777e-01,-6.013862151624250751e-01,9.093001966788899493e-01,8.734302853927042865e-01
5.332667961004020629e-01,-4.368355545130081508e-01,-4.978293971885663360e-01,1.224217760911337827e+00,-8.282862750343059632e-01
5.162407615662609750e-01,2.778653192048256004e-01,-2.535892761399089479e-01,1.410413480225669591e-02,-6.746826703570992304e-03
-3.276865368281204116e+00,2.595017194574506636e+00,1.492116732619707564e+00,-3.855256188672976925e-01,6.150778033838240066e-01
7.802643975039872393e-01,4.451244094932644418e-02,-2.998502694262187851e-01,1.114515475590283300e+00,2.038236944358685410e+00
9.154765447856992866e-01,-2.977245281860328441e-01,-6.835589983122585256e-01,1.145647205208420338e+00,5.467787271148312200e-01
-1.872665076909040827e-01,8.118875204895648068e-01,-6.030489979763103969e-01,-2.635400660778631776e-01,-9.253338518694542714e-01
2.421098309922230796e-01,3.072102861010339026e-01,-1.013582703414067088e-01,-1.000324333707105939e+00,-1.044841075952887444e+00
-1.846676112498480515e+00,1.953468977877675261e+00,2.100522485845752296e+00,-9.736399940344171444e-01,2.140307238988820249e+00
-4.117699622244870850e-01,8.993877765256491630e-01,8.256278453990997801e-02,-1.403342574954145272e+00,-1.027483992883915231e+00
7.568235748549082542e-01,-6.061305886142666077e-01,-5.498669411594778733e-01,1.224217760911337827e+00,2.075935844386913587e+00
-1.846761013302463950e-01,-5.189932665393962585e-01,-2.377712448259997891e-01,-2.529510423982249678e-01,-4.765439410341658633e-01
2.578901155583752658e-01,-4.544241928268867858e-01,-4.877339301042625253e-01,1.410413480225669591e-02,-8.588446269785187104e-01
2.803418739606574062e-01,-6.871643761156055463e-01,2.197045761669528252e-01,-8.336531009895968847e-01,-7.531546295922696421e-01
-7.803800775163313164e-01,1.770145569180692491e-01,1.986120681999074267e-01,-1.163395298373537834e+00,-1.059768547613081591e+00
4.168821932309249578e-01,-2.718937766884594875e-01,-1.123931017426459261e-01,-1.830634861126104740e-01,-3.151021563444462159e-01
5.130239478492988336e-01,1.936451276246576869e-01,-5.172105345322297598e-01,9.037939043654785731e-01,1.887989429974771356e-03
5.668596567683857890e-01,-1.810927742290667497e-02,-2.358385297371331513e-01,3.491408440260166945e-01,-8.748292788354046501e-02
